index,detect_ms,n_detections,scene_locked,battery_c
990,236.33,1,true,35.00
991,233.17,1,true,35.00
992,240.19,1,true,35.00
993,230.45,1,true,35.00
994,233.48,1,true,35.00
995,233.90,1,true,35.00
996,238.68,1,true,35.00
997,238.89,1,true,35.00
998,233.70,1,true,35.00
999,219.75,1,true,35.00
1000,218.56,1,true,35.00
1001,224.84,1,true,35.00
1002,220.82,1,true,35.00
1003,216.89,1,true,35.00
1004,220.51,1,true,35.00
1005,225.75,1,true,35.00
1006,237.50,1,true,35.00
1007,247.11,1,true,35.00
1008,227.95,1,true,35.00
1009,237.76,1,true,35.00
1010,239.86,1,true,35.00
1011,247.24,1,true,35.00
1012,231.53,1,true,35.00
1013,223.70,1,true,35.00
1014,234.85,1,true,35.00
1015,242.44,1,true,35.00
1016,240.43,1,true,35.00
1017,234.66,1,true,35.00
1018,238.67,1,true,35.00
1019,238.17,1,true,35.00
1020,237.14,1,true,35.00
1021,245.15,1,true,35.00
1022,249.59,1,true,35.00
1023,240.73,1,true,35.00
1024,239.27,1,true,35.00
1025,245.44,1,true,35.00
1026,238.73,1,true,35.00
1027,234.64,1,true,35.00
1028,235.90,1,true,35.00
1029,233.68,1,true,35.00
1030,239.28,1,true,35.00
1031,247.04,1,true,35.00
1032,229.80,1,true,35.00
1033,249.32,1,true,35.00
1034,222.77,1,true,35.00
1035,216.30,1,true,35.00
1036,209.83,1,true,35.00
1037,210.11,1,true,35.00
1038,210.82,1,true,35.00
1039,210.31,1,true,35.00
1040,211.82,1,true,35.00
1041,215.29,1,true,35.00
1042,226.56,1,true,35.00
1043,229.54,1,true,35.00
1044,229.64,1,true,35.00
1045,231.47,1,true,35.00
1046,232.94,1,true,35.00
1047,229.91,1,true,35.00
1048,237.09,1,true,35.00
1049,236.39,1,true,35.00
1050,234.28,1,true,35.00
1051,237.73,1,true,35.00
1052,233.95,1,true,35.00
1053,239.49,1,true,35.00
1054,254.90,1,true,35.00
1055,242.73,1,true,35.00
1056,244.81,1,true,35.00
1057,232.68,1,true,35.00
1058,244.33,1,true,35.00
1059,238.22,1,true,35.00
1060,236.79,1,true,35.00
1061,223.11,1,true,35.00
1062,241.34,1,true,35.00
1063,231.67,1,true,35.00
1064,259.06,1,true,35.00
1065,239.38,1,true,35.00
1066,234.43,1,true,35.00
1067,235.35,1,true,35.00
1068,235.99,1,true,35.00
1069,232.91,1,true,35.00
1070,252.88,1,true,35.00
1071,235.76,1,true,35.00
1072,232.21,1,true,35.00
1073,232.11,1,true,35.00
1074,229.87,1,true,35.00
1075,238.03,1,true,35.00
1076,262.80,1,true,35.00
1077,244.93,1,true,35.00
1078,238.79,1,true,35.00
1079,247.13,1,true,35.00
1080,241.49,1,true,35.00
1081,244.53,1,true,35.00
1082,252.30,1,true,35.00
1083,231.33,1,true,35.00
1084,253.27,1,true,35.00
1085,243.16,1,true,35.00
1086,256.63,1,true,35.00
1087,252.85,1,true,35.00
1088,250.62,1,true,35.00
1089,244.34,1,true,35.00
1090,238.12,1,true,35.00
1091,251.13,1,true,35.00
1092,236.58,1,true,35.00
1093,234.85,1,true,35.00
1094,243.59,1,true,35.00
1095,241.01,1,true,35.00
1096,238.45,1,true,35.00
1097,242.50,1,true,35.00
1098,239.23,1,true,35.00
1099,233.32,1,true,35.00
1100,240.03,1,true,35.00
1101,234.73,1,true,35.00
1102,244.75,1,true,35.00
1103,237.14,1,true,35.00
1104,237.54,1,true,35.00
1105,232.45,1,true,35.00
1106,241.74,1,true,35.00
1107,242.14,1,true,35.00
1108,252.48,1,true,35.00
1109,239.45,1,true,35.00
1110,234.90,1,true,35.00
1111,254.51,1,true,35.00
1112,239.15,1,true,35.00
1113,239.35,1,true,35.00
1114,228.57,1,true,35.00
1115,242.61,1,true,35.00
1116,241.94,1,true,35.00
1117,235.63,1,true,35.00
1118,244.66,1,true,35.00
1119,229.17,1,true,35.00
1120,247.41,1,true,35.00
1121,232.93,1,true,35.00
1122,246.70,1,true,35.00
1123,243.20,1,true,35.00
1124,234.92,1,true,35.00
1125,224.93,1,true,35.00
1126,236.29,1,true,35.00
1127,236.62,1,true,35.00
1128,237.83,1,true,35.00
1129,236.12,1,true,35.00
1130,244.78,1,true,35.00
1131,233.50,1,true,35.00
1132,235.24,1,true,35.00
1133,230.45,1,true,35.00
1134,237.76,1,true,35.00
1135,233.84,1,true,35.00
1136,242.59,1,true,35.00
1137,246.46,1,true,35.00
1138,238.37,1,true,35.00
1139,256.96,1,true,35.00
1140,248.04,1,true,35.00
1141,233.45,1,true,35.00
1142,240.46,1,true,35.00
1143,244.73,1,true,35.00
1144,234.16,1,true,35.00
1145,242.97,1,true,35.00
1146,232.85,1,true,35.00
1147,236.81,1,true,35.00
1148,240.57,1,true,35.00
1149,236.63,1,true,35.00
1150,236.75,1,true,35.00
1151,235.10,1,true,35.00
1152,244.54,1,true,35.00
1153,236.91,1,true,35.00
1154,225.47,1,true,35.00
1155,252.65,1,true,35.00
1156,233.31,1,true,35.00
1157,237.45,1,true,35.00
1158,250.46,1,true,35.00
1159,228.42,1,true,35.00
1160,242.45,1,true,35.00
1161,252.66,1,true,35.00
1162,238.57,1,true,35.00
1163,240.97,1,true,35.00
1164,249.28,1,true,35.00
1165,242.48,1,true,35.00
1166,238.63,1,true,35.00
1167,229.26,1,true,35.00
1168,244.42,1,true,35.00
1169,240.56,1,true,35.00
1170,258.32,1,true,35.00
1171,235.89,1,true,35.00
1172,244.14,1,true,35.00
1173,238.98,1,true,35.00
1174,242.86,1,true,35.00
1175,253.80,1,true,35.00
1176,234.67,1,true,35.00
1177,233.26,1,true,35.00
1178,233.98,1,true,35.00
1179,247.67,1,true,35.00
1180,238.35,1,true,35.00
1181,245.74,1,true,35.00
1182,235.09,1,true,35.00
1183,229.11,1,true,35.00
1184,241.34,1,true,35.00
1185,242.21,1,true,35.00
1186,241.63,1,true,35.00
1187,240.49,1,true,35.00
1188,233.01,1,true,35.00
1189,240.25,1,true,35.00
1190,245.26,1,true,35.00
1191,237.80,1,true,35.00
1192,247.45,1,true,35.00
1193,243.41,1,true,35.00
1194,251.03,1,true,35.00
1195,259.04,1,true,35.00
1196,243.55,1,true,35.00
1197,242.09,1,true,35.00
1198,228.83,1,true,35.00
1199,245.44,1,true,35.00
1200,247.85,1,true,35.00
1201,245.25,1,true,35.00
1202,245.23,1,true,35.00
1203,240.58,1,true,35.00
1204,239.93,1,true,35.00
1205,240.01,1,true,35.00
1206,238.05,1,true,35.00
1207,232.78,1,true,35.00
1208,237.34,1,true,35.00
1209,227.78,1,true,35.00
1210,244.71,1,true,35.00
1211,241.81,1,true,35.00
1212,227.25,1,true,35.00
1213,245.24,1,true,35.00
1214,241.15,1,true,35.00
1215,238.34,1,true,35.00
1216,243.18,1,true,35.00
1217,236.06,1,true,35.00
1218,250.26,1,true,35.00
1219,228.41,1,true,35.00
1220,253.71,1,true,35.00
1221,239.09,1,true,35.00
1222,232.35,1,true,35.00
1223,259.46,1,true,35.00
1224,235.92,1,true,35.00
1225,252.51,1,true,35.00
1226,247.26,1,true,35.00
1227,257.44,1,true,35.00
1228,250.64,1,true,35.00
1229,235.21,1,true,35.00
1230,234.00,1,true,35.00
1231,236.80,1,true,35.00
1232,252.41,1,true,35.00
1233,256.06,1,true,35.00
1234,244.41,1,true,35.00
1235,236.91,1,true,35.00
1236,244.49,1,true,35.00
1237,230.76,1,true,35.00
1238,241.02,1,true,35.00
1239,249.91,1,true,35.00
1240,228.95,1,true,35.00
1241,242.47,1,true,35.00
1242,236.01,1,true,35.00
1243,232.80,1,true,35.00
1244,252.53,1,true,35.00
1245,239.93,1,true,35.00
1246,237.05,1,true,35.00
1247,239.13,1,true,35.00
1248,237.09,1,true,35.00
1249,241.61,1,true,35.00
1250,232.24,1,true,35.00
1251,219.15,1,true,35.00
1252,228.65,1,true,35.00
1253,234.13,1,true,35.00
1254,226.00,1,true,35.00
1255,250.03,1,true,35.00
1256,230.16,1,true,35.00
1257,225.99,1,true,35.00
1258,216.01,1,true,35.00
1259,244.93,1,true,35.00
1260,238.38,1,true,35.00
1261,232.62,1,true,35.00
1262,232.27,1,true,35.00
1263,238.45,1,true,35.00
1264,225.04,1,true,35.00
1265,236.19,1,true,35.00
1266,251.09,1,true,35.00
1267,216.28,1,true,35.00
1268,228.13,1,true,35.00
1269,221.08,1,true,35.00
1270,244.09,1,true,35.00
1271,237.31,1,true,35.00
1272,233.34,1,true,35.00
1273,237.00,1,true,35.00
1274,240.95,1,true,35.00
1275,237.21,1,true,35.00
1276,234.86,1,true,35.00
1277,233.82,1,true,35.00
1278,244.01,1,true,35.00
1279,235.70,1,true,35.00
1280,246.43,1,true,35.00
1281,235.73,1,true,35.00
1282,236.71,1,true,35.00
1283,238.12,1,true,35.00
1284,234.70,1,true,35.00
1285,224.44,1,true,35.00
1286,239.87,1,true,35.00
1287,240.81,1,true,35.00
1288,238.45,1,true,35.00
1289,232.77,1,true,35.00
1290,248.80,1,true,35.00
1291,239.07,1,true,35.00
1292,245.46,1,true,35.00
1293,230.05,1,true,35.00
1294,240.98,1,true,36.20
1295,252.13,1,true,36.20
1296,225.64,1,true,36.20
1297,240.23,1,true,36.20
1298,247.25,1,true,36.20
1299,240.00,1,true,36.20
1300,244.92,1,true,36.20
1301,239.53,1,true,36.20
1302,233.39,1,true,36.20
1303,231.72,1,true,36.20
1304,250.48,1,true,36.20
1305,238.89,1,true,36.20
1306,255.08,1,true,36.20
1307,239.59,1,true,36.20
1308,243.99,1,true,36.20
1309,230.34,1,true,36.20
1310,244.60,1,true,36.20
1311,256.74,1,true,36.20
1312,238.87,1,true,36.20
1313,245.45,1,true,36.20
1314,226.92,1,true,36.20
1315,243.68,1,true,36.20
1316,237.44,1,true,36.20
1317,237.08,1,true,36.20
1318,235.75,1,true,36.20
1319,241.52,1,true,36.20
1320,237.22,1,true,36.20
1321,247.26,1,true,36.20
1322,251.08,1,true,36.20
1323,271.22,1,true,36.20
1324,261.79,1,true,36.20
1325,269.98,1,true,36.20
1326,279.04,1,true,36.20
1327,266.72,1,true,36.20
1328,271.39,1,true,36.20
1329,266.72,1,true,36.20
1330,273.66,1,true,36.20
1331,267.74,1,true,36.20
1332,275.88,1,true,36.20
1333,254.53,1,true,36.20
1334,253.46,1,true,36.20
1335,261.44,1,true,36.20
1336,266.24,1,true,36.20
1337,265.75,1,true,36.20
1338,267.67,1,true,36.20
1339,275.04,1,true,36.20
1340,253.88,1,true,36.20
1341,276.97,1,true,36.20
1342,253.84,1,true,36.20
1343,264.24,1,true,36.20
1344,264.65,1,true,36.20
1345,252.47,1,true,36.20
1346,265.53,1,true,36.20
1347,267.12,1,true,36.20
1348,266.90,1,true,36.20
1349,257.39,1,true,36.20
1350,275.36,1,true,36.20
1351,267.01,1,true,36.20
1352,273.28,1,true,36.20
1353,260.07,1,true,36.20
1354,275.17,1,true,36.20
1355,274.20,1,true,36.20
1356,253.23,1,true,36.20
1357,267.12,1,true,36.20
1358,262.71,1,true,36.20
1359,268.42,1,true,36.20
1360,279.42,1,true,36.20
1361,266.13,1,true,36.20
1362,263.66,1,true,36.20
1363,255.79,1,true,36.20
1364,273.36,1,true,36.20
1365,264.10,1,true,36.20
1366,256.71,1,true,36.20
1367,280.19,1,true,36.20
1368,270.84,1,true,36.20
1369,259.75,1,true,36.20
1370,260.61,1,true,36.20
1371,272.00,1,true,36.20
1372,256.51,1,true,36.20
1373,265.08,1,true,36.20
1374,270.13,1,true,36.20
1375,267.75,1,true,36.20
1376,269.06,1,true,36.20
1377,251.05,1,true,36.20
1378,257.85,1,true,36.20
1379,271.35,1,true,36.20
1380,268.18,1,true,36.20
1381,266.72,1,true,36.20
1382,272.61,1,true,36.20
1383,269.20,1,true,36.20
1384,274.72,1,true,36.20
1385,267.80,1,true,36.20
1386,265.50,1,true,36.20
1387,258.91,1,true,36.20
1388,261.02,1,true,36.20
1389,263.62,1,true,36.20
1390,268.53,1,true,36.20
1391,253.14,1,true,36.20
1392,277.81,1,true,36.20
1393,267.30,1,true,36.20
1394,263.37,1,true,36.20
1395,271.21,1,true,36.20
1396,282.20,1,true,36.20
1397,267.47,1,true,36.20
1398,267.81,1,true,36.20
1399,276.41,1,true,36.20
1400,250.78,1,true,36.20
1401,266.29,1,true,36.20
1402,264.19,1,true,36.20
1403,283.67,1,true,36.20
1404,272.78,1,true,36.20
1405,263.67,1,true,36.20
1406,265.97,1,true,36.20
1407,280.65,1,true,36.20
1408,263.28,1,true,36.20
1409,266.29,1,true,36.20
1410,260.38,1,true,36.20
1411,270.93,1,true,36.20
1412,272.04,1,true,36.20
1413,266.73,1,true,36.20
1414,274.61,1,true,36.20
1415,263.38,1,true,36.20
1416,267.88,1,true,36.20
1417,272.39,1,true,36.20
1418,272.02,1,true,36.20
1419,259.31,1,true,36.20
1420,273.83,1,true,36.20
1421,266.50,1,true,36.20
1422,267.03,1,true,36.20
1423,262.74,1,true,36.20
1424,262.39,1,true,36.20
1425,264.85,1,true,36.20
1426,271.56,1,true,36.20
1427,276.98,1,true,36.20
1428,275.91,1,true,36.20
1429,262.41,1,true,36.20
1430,274.57,1,true,36.20
1431,265.33,1,true,36.20
1432,272.16,1,true,36.20
1433,267.01,1,true,36.20
1434,270.21,1,true,36.20
1435,263.18,1,true,36.20
1436,266.57,1,true,36.20
1437,282.81,1,true,36.20
1438,274.91,1,true,36.20
1439,275.21,1,true,36.20
1440,263.12,1,true,36.20
1441,277.90,1,true,36.20
1442,275.49,1,true,36.20
1443,271.94,1,true,36.20
1444,268.84,1,true,36.20
1445,285.55,1,true,36.20
1446,257.43,1,true,36.20
1447,266.51,1,true,36.20
1448,274.19,1,true,36.20
1449,268.53,1,true,36.20
1450,262.75,1,true,36.20
1451,269.36,1,true,36.20
1452,263.98,1,true,36.20
1453,265.73,1,true,36.20
1454,256.29,1,true,36.20
1455,267.29,1,true,36.20
1456,267.88,1,true,36.20
1457,273.40,1,true,36.20
1458,279.16,1,true,36.20
1459,269.37,1,true,36.20
1460,267.13,1,true,36.20
1461,261.95,1,true,36.20
1462,262.15,1,true,36.20
1463,271.74,1,true,36.20
1464,267.11,1,true,36.20
1465,261.97,1,true,36.20
1466,272.32,1,true,36.20
1467,262.24,1,true,36.20
1468,265.64,1,true,36.20
1469,268.84,1,true,36.20
1470,261.04,1,true,36.20
1471,264.11,1,true,36.20
1472,270.27,1,true,36.20
1473,269.78,1,true,36.20
1474,264.99,1,true,36.20
1475,268.17,1,true,36.20
1476,270.54,1,true,36.20
1477,251.45,1,true,36.20
1478,259.50,1,true,36.20
1479,258.00,1,true,36.20
1480,262.95,1,true,36.20
1481,269.03,1,true,36.20
1482,263.71,1,true,36.20
1483,273.40,1,true,36.20
1484,281.61,1,true,36.20
1485,263.92,1,true,36.20
1486,271.71,1,true,36.20
1487,275.38,1,true,36.20
1488,261.39,1,true,36.20
1489,267.97,1,true,36.20
1490,270.04,1,true,36.20
1491,267.53,1,true,36.20
1492,266.09,1,true,36.20
1493,267.86,1,true,36.20
1494,273.23,1,true,36.20
1495,265.19,1,true,36.20
1496,277.63,1,true,36.20
1497,270.23,1,true,36.20
1498,268.51,1,true,36.20
1499,261.76,1,true,36.20
1500,269.22,1,true,36.20
1501,270.95,1,true,36.20
1502,275.25,1,true,36.20
1503,265.86,1,true,36.20
1504,267.45,1,true,36.20
1505,275.28,1,true,36.20
1506,264.61,1,true,36.20
1507,268.09,1,true,36.20
1508,260.53,1,true,36.20
1509,262.94,1,true,36.20
1510,263.26,1,true,36.20
1511,261.41,1,true,36.20
1512,268.65,1,true,36.20
1513,263.03,1,true,36.20
1514,269.07,1,true,36.20
1515,268.95,1,true,36.20
1516,267.23,1,true,36.20
1517,259.30,1,true,36.20
1518,267.06,1,true,36.20
1519,267.28,1,true,36.20
1520,263.06,1,true,36.20
1521,287.59,1,true,36.20
1522,269.51,1,true,36.20
1523,272.48,1,true,36.20
1524,258.96,1,true,36.20
1525,253.60,1,true,36.20
1526,274.92,1,true,36.20
1527,264.39,1,true,36.20
1528,244.51,1,true,36.20
1529,248.88,1,true,36.20
1530,266.31,1,true,36.20
1531,252.81,1,true,36.20
1532,268.82,1,true,36.20
1533,270.36,1,true,36.20
1534,264.84,1,true,36.20
1535,256.13,1,true,36.20
1536,264.22,1,true,36.20
1537,278.14,1,true,36.20
1538,267.96,1,true,36.20
1539,274.00,1,true,36.20
1540,262.76,1,true,36.20
1541,270.84,1,true,36.20
1542,253.78,1,true,36.20
1543,261.44,1,true,36.20
1544,266.04,1,true,36.20
1545,255.99,1,true,36.20
1546,271.84,1,true,36.20
1547,262.75,1,true,36.20
1548,282.58,1,true,36.20
1549,259.84,1,true,36.20
1550,269.70,1,true,36.20
1551,263.65,1,true,36.20
1552,263.59,1,true,36.20
1553,275.18,1,true,36.20
1554,269.75,1,true,36.20
1555,266.97,1,true,36.20
1556,262.96,1,true,36.20
1557,277.80,1,true,36.20
1558,264.86,1,true,36.20
1559,266.98,1,true,36.20
1560,272.36,1,true,36.20
1561,271.39,1,true,36.20
1562,283.83,1,true,36.20
1563,259.48,1,true,36.20
1564,264.55,1,true,36.20
1565,274.21,1,true,36.20
1566,256.76,1,true,36.20
1567,263.47,1,true,36.20
1568,269.38,1,true,36.20
1569,274.33,1,true,36.20
1570,268.88,1,true,36.20
1571,273.98,1,true,36.20
1572,259.13,1,true,36.20
1573,262.18,1,true,36.20
1574,270.62,1,true,36.20
1575,280.59,1,true,36.20
1576,261.89,1,true,36.20
1577,274.34,1,true,36.20
1578,262.79,1,true,36.20
1579,273.09,1,true,36.20
1580,262.40,1,true,36.20
1581,257.95,1,true,36.20
1582,249.91,1,true,36.20
1583,263.51,1,true,36.20
1584,268.81,1,true,36.20
1585,273.03,1,true,36.20
1586,263.96,1,true,36.20
1587,253.04,1,true,36.20
1588,256.32,1,true,36.20
1589,265.07,1,true,36.20
1590,269.56,1,true,36.20
1591,265.31,1,true,36.20
1592,261.57,1,true,36.20
1593,262.19,1,true,36.20
1594,273.40,1,true,36.20
1595,265.79,1,true,36.20
1596,263.75,1,true,36.20
1597,268.92,1,true,36.20
1598,259.78,1,true,36.20
1599,257.00,1,true,36.20
1600,256.28,1,true,36.20
1601,262.40,1,true,36.20
1602,263.46,1,true,36.20
1603,267.17,1,true,36.20
1604,270.18,1,true,36.20
1605,269.07,1,true,36.20
1606,263.05,1,true,36.20
1607,259.02,1,true,36.20
1608,265.60,1,true,36.20
1609,262.77,1,true,36.20
1610,278.53,1,true,36.20
1611,268.90,1,true,36.20
1612,275.75,1,true,36.20
1613,266.89,1,true,36.20
1614,270.37,1,true,36.20
1615,280.17,1,true,36.20
1616,267.11,1,true,36.20
1617,267.25,1,true,36.20
1618,269.17,1,true,36.20
1619,259.76,1,true,36.20
1620,257.57,1,true,36.20
1621,268.79,1,true,36.20
1622,267.77,1,true,36.20
1623,281.37,1,true,36.20
1624,273.19,1,true,36.20
1625,268.02,1,true,36.20
1626,267.41,1,true,36.20
1627,266.75,1,true,36.20
1628,264.18,1,true,36.20
1629,279.07,1,true,36.20
1630,270.07,1,true,36.20
1631,271.67,1,true,36.20
1632,272.09,1,true,36.20
1633,270.34,1,true,36.20
1634,272.02,1,true,36.20
1635,270.39,1,true,36.20
1636,264.38,1,true,36.20
1637,270.32,1,true,36.20
1638,268.90,1,true,36.20
1639,253.75,1,true,36.20
1640,261.30,1,true,36.20
1641,250.40,1,true,36.20
1642,261.23,1,true,36.20
1643,272.94,1,true,36.20
1644,258.99,1,true,36.20
1645,257.89,1,true,36.20
1646,262.93,1,true,36.20
1647,263.64,1,true,36.20
1648,262.57,1,true,36.20
1649,263.06,1,true,36.20
1650,262.47,1,true,36.20
1651,270.02,1,true,36.20
1652,270.90,1,true,36.20
1653,276.64,1,true,36.20
1654,264.69,1,true,36.20
1655,259.65,1,true,36.20
1656,260.20,1,true,36.20
1657,264.51,1,true,36.20
1658,268.70,1,true,36.20
1659,259.04,1,true,36.20
1660,258.25,1,true,36.20
1661,260.17,1,true,36.20
1662,258.02,1,true,36.20
1663,263.74,1,true,36.20
1664,262.56,1,true,36.20
1665,266.73,1,true,36.20
1666,255.39,1,true,36.20
1667,265.80,1,true,36.20
1668,263.90,1,true,36.20
1669,261.48,1,true,36.20
1670,245.93,1,true,36.20
1671,249.37,1,true,36.20
1672,262.91,1,true,36.20
1673,266.60,1,true,36.20
1674,265.98,1,true,36.20
1675,269.17,1,true,36.20
1676,256.98,1,true,36.20
1677,269.25,1,true,36.20
1678,258.56,1,true,36.20
1679,259.94,1,true,36.20
1680,276.21,1,true,36.20
1681,257.26,1,true,36.20
1682,256.06,1,true,36.20
1683,264.16,1,true,36.20
1684,257.70,1,true,36.20
1685,269.40,1,true,36.20
1686,265.44,1,true,36.20
1687,267.50,1,true,36.20
1688,247.12,1,true,36.20
1689,247.47,1,true,36.20
1690,406.40,1,true,36.20
1691,160.81,1,true,36.30
1692,131.77,1,true,36.30
1693,130.76,1,true,36.30
1694,134.61,1,true,36.30
1695,129.55,1,true,36.30
1696,140.72,1,true,36.30
1697,133.84,1,true,36.30
1698,141.53,1,true,36.30
1699,143.77,1,true,36.30
1700,142.22,1,true,36.30
1701,144.17,1,true,36.30
1702,145.79,1,true,36.30
1703,161.01,1,true,36.30
1704,142.16,1,true,36.30
1705,154.71,1,true,36.30
1706,145.18,1,true,36.30
1707,142.25,1,true,36.30
1708,154.65,1,true,36.30
1709,158.15,1,true,36.30
1710,154.77,1,true,36.30
1711,149.41,1,true,36.30
1712,152.60,1,true,36.30
1713,139.44,1,true,36.30
1714,144.72,1,true,36.30
1715,134.11,1,true,36.30
1716,136.20,1,true,36.30
1717,153.19,1,true,36.30
1718,145.40,1,true,36.30
1719,143.63,1,true,36.30
1720,143.84,1,true,36.30
1721,150.27,1,true,36.30
1722,161.99,1,true,36.30
1723,142.13,1,true,36.30
1724,141.25,1,true,36.30
1725,149.78,1,true,36.30
1726,150.27,1,true,36.30
1727,155.34,1,true,36.30
1728,161.02,1,true,36.30
1729,147.44,1,true,36.30
1730,167.46,1,true,36.30
1731,146.69,1,true,36.30
1732,154.74,1,true,36.30
1733,153.46,1,true,36.30
1734,161.07,1,true,36.30
1735,177.13,1,true,36.30
1736,143.17,1,true,36.30
1737,151.15,1,true,36.30
1738,154.12,1,true,36.30
1739,147.07,1,true,36.30
1740,222.55,1,true,36.30
1741,144.45,1,true,36.30
1742,141.80,1,true,36.30
1743,146.79,1,true,36.30
1744,147.67,1,true,36.30
1745,144.29,1,true,36.30
1746,151.83,1,true,36.30
1747,155.37,1,true,36.30
1748,148.08,1,true,36.30
1749,164.46,1,true,36.30
1750,163.26,1,true,36.30
1751,174.56,1,true,36.30
1752,149.97,1,true,36.30
1753,171.64,1,true,36.30
1754,145.30,1,true,36.30
1755,152.37,1,true,36.30
1756,164.87,1,true,36.30
1757,177.13,1,true,36.30
1758,173.96,1,true,36.30
1759,158.36,1,true,36.30
1760,172.35,1,true,36.30
1761,155.34,1,true,36.30
1762,173.31,1,true,36.30
1763,175.07,1,true,36.30
1764,170.42,1,true,36.30
1765,170.71,1,true,36.30
1766,169.71,1,true,36.30
1767,163.59,1,true,36.30
1768,167.94,1,true,36.30
1769,166.44,1,true,36.30
1770,167.73,1,true,36.30
1771,169.02,1,true,36.30
1772,174.77,1,true,36.30
1773,254.57,1,true,36.30
1774,235.10,1,true,36.30
1775,225.45,1,true,36.30
1776,263.56,1,true,36.30
1777,237.90,1,true,36.30
1778,254.82,1,true,36.30
1779,236.90,1,true,36.30
1780,236.96,1,true,36.30
1781,244.13,1,true,36.30
1782,235.64,1,true,36.30
1783,239.99,1,true,36.30
1784,261.32,1,true,36.30
1785,220.13,1,true,36.30
1786,231.66,1,true,36.30
1787,215.86,1,true,36.30
1788,219.68,1,true,36.30
1789,254.39,1,true,36.30
1790,235.32,1,true,36.30
1791,244.83,1,true,36.30
1792,234.26,1,true,36.30
1793,247.99,1,true,36.30
1794,237.01,1,true,36.30
1795,248.80,1,true,36.30
1796,251.16,1,true,36.30
1797,236.91,1,true,36.30
1798,240.42,1,true,36.30
1799,243.43,1,true,36.30
1800,233.89,1,true,36.30
1801,241.92,1,true,36.30
1802,231.10,1,true,36.30
1803,247.75,1,true,36.30
1804,244.85,1,true,36.30
1805,243.24,1,true,36.30
1806,247.91,1,true,36.30
1807,239.74,1,true,36.30
1808,242.57,1,true,36.30
1809,229.32,1,true,36.30
1810,252.65,1,true,36.30
1811,273.05,1,true,36.30
1812,269.97,1,true,36.30
1813,253.47,1,true,36.30
1814,263.21,1,true,36.30
1815,261.12,1,true,36.30
1816,264.29,1,true,36.30
1817,272.28,1,true,36.30
1818,270.26,1,true,36.30
1819,269.80,1,true,36.30
1820,270.33,1,true,36.30
1821,254.08,1,true,36.30
1822,262.39,1,true,36.30
1823,271.99,1,true,36.30
1824,278.33,1,true,36.30
1825,264.12,1,true,36.30
1826,263.10,1,true,36.30
1827,281.28,1,true,36.30
1828,269.37,1,true,36.30
1829,275.15,1,true,36.30
1830,275.70,1,true,36.30
1831,269.93,1,true,36.30
1832,273.70,1,true,36.30
1833,267.60,1,true,36.30
1834,267.47,1,true,36.30
1835,274.66,1,true,36.30
1836,263.41,1,true,36.30
1837,284.78,1,true,36.30
1838,265.40,1,true,36.30
1839,265.62,1,true,36.30
1840,272.21,1,true,36.30
1841,272.13,1,true,36.30
1842,256.79,1,true,36.30
1843,268.39,1,true,36.30
1844,273.46,1,true,36.30
1845,262.09,1,true,36.30
1846,265.27,1,true,36.30
1847,255.96,1,true,36.30
1848,285.71,1,true,36.30
1849,267.29,1,true,36.30
1850,270.07,1,true,36.30
1851,259.01,1,true,36.30
1852,264.95,1,true,36.30
1853,276.59,1,true,36.30
1854,273.62,1,true,36.30
1855,278.47,1,true,36.30
1856,262.13,1,true,36.30
1857,261.43,1,true,36.30
1858,280.69,1,true,36.30
1859,262.53,1,true,36.30
1860,262.89,1,true,36.30
1861,272.90,1,true,36.30
1862,265.33,1,true,36.30
1863,269.55,1,true,36.30
1864,263.88,1,true,36.30
1865,280.72,1,true,36.30
1866,274.91,1,true,36.30
1867,262.05,1,true,36.30
1868,268.33,1,true,36.30
1869,268.23,1,true,36.30
1870,265.68,1,true,36.30
1871,287.37,1,true,36.30
1872,270.42,1,true,36.30
1873,267.53,1,true,36.30
1874,265.02,0,true,36.30
1875,261.84,0,true,36.30
1876,267.89,0,true,36.30
1877,277.34,0,true,36.30
1878,283.80,0,true,36.30
1879,263.89,0,false,36.30
1880,274.00,1,false,36.30
1881,266.56,1,false,36.30
1882,268.36,1,false,36.30
1883,269.23,1,false,36.30
1884,264.32,1,false,36.30
1885,273.31,0,false,36.30
1886,272.01,0,false,36.30
1887,265.43,0,false,36.30
1888,264.93,0,false,36.30
1889,264.89,0,false,36.30
1890,271.45,1,false,36.30
1891,266.69,1,false,36.30
1892,267.39,1,false,36.30
1893,273.58,1,false,36.30
1894,262.64,1,false,36.30
1895,267.86,1,false,36.30
1896,268.70,1,false,36.30
1897,261.91,1,false,36.30
1898,264.06,1,false,36.30
1899,260.25,1,false,36.30
